Last login: Sat Mar 22 05:39:27 on console
Brandons-MacBook-Pro-3:~ brandon$ cd Documents/CS149_Assignment4/HW4_src/
Brandons-MacBook-Pro-3:HW4_src brandon$ ls
Page.class	Swap.class	hw4.zip		swapOutput.txt
Page.java	Swap.java	pageOutput.txt
Brandons-MacBook-Pro-3:HW4_src brandon$ javac Page.java
Brandons-MacBook-Pro-3:HW4_src brandon$ java Page
-1 indicates empty page frame

FIFO Simulation
------------------------------------------------------------------------------------------------------------------------
---------- Run 1 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
41		6		2		4		3		Fault		2		7
42		6		2		4		3		Hit		2		2
43		1		2		4		3		Fault		1		6
44		5		2		4		3		Fault		5		1
45		5		2		4		6		Fault		6		3
46		5		2		4		6		Hit		5		5
47		5		2		4		6		Hit		5		5
48		5		2		4		6		Hit		4		4
49		5		1		4		6		Fault		1		2
50		5		1		4		6		Hit		4		4
51		5		1		4		7		Fault		7		6
52		5		1		4		7		Hit		5		5
53		5		1		4		7		Hit		1		1
54		5		1		4		7		Hit		1		1
55		5		1		0		7		Fault		0		4
56		5		1		0		7		Hit		0		0
57		5		1		0		7		Hit		1		1
58		2		1		0		7		Fault		2		5
59		2		8		0		7		Fault		8		1
60		2		8		6		7		Fault		6		0
61		2		8		6		7		Hit		6		6
62		5		8		6		7		Fault		5		2
63		5		8		6		7		Hit		6		6
64		5		8		6		7		Hit		6		6
65		5		8		6		7		Hit		6		6
66		5		8		6		7		Hit		5		5
67		4		8		6		7		Fault		4		5
68		4		8		3		7		Fault		3		6
69		4		8		3		7		Hit		3		3
70		4		8		3		7		Hit		3		3
71		4		8		3		7		Hit		7		7
72		4		8		3		7		Hit		3		3
73		0		8		3		7		Fault		0		4
74		0		8		3		7		Hit		7		7
75		0		8		5		7		Fault		5		3
76		0		8		5		7		Hit		5		5
77		0		8		6		7		Fault		6		5
78		0		8		6		7		Hit		6		6
79		0		8		6		7		Hit		6		6
80		0		1		6		7		Fault		1		8
81		0		1		6		7		Hit		0		0
82		0		1		6		7		Hit		1		1
83		0		1		6		7		Hit		1		1
84		0		1		6		7		Hit		0		0
85		0		1		6		7		Hit		1		1
86		0		1		6		7		Hit		1		1
87		0		1		2		7		Fault		2		6
88		0		1		2		7		Hit		1		1
89		0		1		2		7		Hit		1		1
90		0		1		2		7		Hit		1		1
91		0		1		2		7		Hit		0		0
92		0		1		2		7		Hit		1		1
93		0		1		2		7		Hit		1		1
94		0		1		2		7		Hit		2		2
95		0		1		2		7		Hit		2		2
96		0		1		2		7		Hit		1		1
97		0		1		2		7		Hit		1		1
98		0		1		2		7		Hit		0		0
99		0		1		6		7		Fault		6		2

---------- Run 3 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		9		-1		-1		-1		Fault		9		-1
1		9		6		-1		-1		Fault		6		-1
2		9		6		7		-1		Fault		7		-1
3		9		6		7		1		Fault		1		-1
4		9		6		7		1		Hit		7		7
5		9		6		7		1		Hit		1		1
6		9		6		7		1		Hit		1		1
7		9		8		7		1		Fault		8		6
8		9		8		7		1		Hit		8		8
9		9		8		3		1		Fault		3		7
10		9		4		3		1		Fault		4		8
11		9		4		3		1		Hit		4		4
12		9		4		3		1		Hit		3		3
13		9		4		3		1		Hit		3		3
14		9		4		3		1		Hit		3		3
15		9		2		3		1		Fault		2		4
16		9		2		3		1		Hit		3		3
17		9		7		3		1		Fault		7		2
18		9		7		3		4		Fault		4		1
19		9		7		3		4		Hit		3		3
20		9		7		3		8		Fault		8		4
21		4		7		3		8		Fault		4		9
22		4		7		3		8		Hit		4		4
23		1		7		3		8		Fault		1		4
24		2		7		3		8		Fault		2		1
25		2		7		3		8		Hit		2		2
26		2		7		3		8		Hit		2		2
27		2		7		3		8		Hit		3		3
28		2		7		3		8		Hit		2		2
29		2		7		4		8		Fault		4		3
30		2		7		4		0		Fault		0		8
31		2		7		4		0		Hit		7		7
32		6		7		4		0		Fault		6		2
33		6		7		5		0		Fault		5		4
34		6		7		5		0		Hit		6		6
35		6		7		5		0		Hit		5		5
36		6		7		5		0		Hit		6		6
37		6		7		5		0		Hit		6		6
38		6		7		5		3		Fault		3		0
39		6		7		5		0		Fault		0		3
40		2		7		5		0		Fault		2		6
41		2		7		5		6		Fault		6		0
42		2		7		5		6		Hit		7		7
43		2		7		5		6		Hit		7		7
44		2		3		5		6		Fault		3		7
45		2		3		5		6		Hit		2		2
46		2		3		5		6		Hit		3		3
47		2		3		5		6		Hit		3		3
48		4		3		5		6		Fault		4		2
49		4		3		5		6		Hit		4		4
50		4		3		5		7		Fault		7		6
51		4		3		0		7		Fault		0		5
52		1		3		0		7		Fault		1		4
53		5		3		0		7		Fault		5		1
54		5		4		0		7		Fault		4		3
55		5		4		0		7		Hit		4		4
56		5		4		1		7		Fault		1		0
57		5		4		1		7		Hit		4		4
58		5		3		1		7		Fault		3		4
59		5		4		1		7		Fault		4		3
60		5		4		1		3		Fault		3		7
61		5		4		1		3		Hit		4		4
62		5		4		1		3		Hit		4		4
63		5		4		1		3		Hit		4		4
64		5		4		1		7		Fault		7		3
65		5		4		1		7		Hit		5		5
66		5		4		1		7		Hit		4		4
67		2		4		1		7		Fault		2		5
68		2		4		1		7		Hit		1		1
69		2		4		1		7		Hit		2		2
70		2		4		1		7		Hit		1		1
71		2		4		1		0		Fault		0		7
72		2		4		1		0		Hit		0		0
73		2		4		1		0		Hit		1		1
74		2		4		1		0		Hit		1		1
75		2		4		1		0		Hit		1		1
76		2		4		1		0		Hit		1		1
77		2		4		1		0		Hit		1		1
78		2		4		1		0		Hit		0		0
79		2		4		1		0		Hit		1		1
80		2		4		1		0		Hit		1		1
81		2		4		1		0		Hit		2		2
82		3		4		1		0		Fault		3		2
83		3		4		1		0		Hit		1		1
84		3		4		1		0		Hit		1		1
85		3		4		2		0		Fault		2		1
86		3		4		2		0		Hit		2		2
87		3		4		2		0		Hit		2		2
88		3		4		2		0		Hit		2		2
89		3		1		2		0		Fault		1		4
90		3		1		2		0		Hit		3		3
91		3		1		2		0		Hit		3		3
92		3		1		4		0		Fault		4		2
93		3		1		8		0		Fault		8		4
94		3		4		8		0		Fault		4		1
95		3		4		5		0		Fault		5		8
96		6		4		5		0		Fault		6		3
97		6		4		5		0		Hit		5		5
98		6		4		5		0		Hit		5		5
99		6		4		5		0		Hit		4		4

---------- Run 4 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		3		-1		-1		-1		Fault		3		-1
1		3		4		-1		-1		Fault		4		-1
2		3		4		5		-1		Fault		5		-1
3		3		4		5		-1		Hit		5		5
4		3		4		5		8		Fault		8		-1
5		3		4		5		8		Hit		8		8
6		3		1		5		8		Fault		1		4
7		3		1		5		8		Hit		5		5
8		3		1		6		8		Fault		6		5
9		3		1		6		8		Hit		6		6
10		3		1		6		7		Fault		7		8
11		3		0		6		7		Fault		0		1
12		1		0		6		7		Fault		1		3
13		1		0		6		5		Fault		5		7
14		1		4		6		5		Fault		4		0
15		1		4		6		5		Hit		5		5
16		1		4		6		5		Hit		5		5
17		1		4		6		5		Hit		4		4
18		1		4		7		5		Fault		7		6
19		1		4		7		3		Fault		3		5
20		2		4		7		3		Fault		2		1
21		2		4		7		3		Hit		3		3
22		2		4		7		3		Hit		2		2
23		2		4		7		3		Hit		2		2
24		2		4		7		5		Fault		5		3
25		2		4		7		5		Hit		5		5
26		3		4		7		5		Fault		3		2
27		3		4		7		8		Fault		8		5
28		3		4		7		2		Fault		2		8
29		3		4		1		2		Fault		1		7
30		3		4		1		2		Hit		1		1
31		3		4		1		2		Hit		2		2
32		3		4		1		2		Hit		2		2
33		3		4		1		2		Hit		2		2
34		3		4		1		2		Hit		3		3
35		3		4		1		2		Hit		4		4
36		3		4		1		2		Hit		3		3
37		3		4		1		2		Hit		2		2
38		3		4		1		2		Hit		2		2
39		3		4		1		2		Hit		3		3
40		3		4		1		2		Hit		2		2
41		3		4		5		2		Fault		5		1
42		3		4		5		2		Hit		5		5
43		3		4		0		2		Fault		0		5
44		3		4		0		2		Hit		0		0
45		3		6		0		2		Fault		6		4
46		3		5		0		2		Fault		5		6
47		3		5		0		2		Hit		5		5
48		6		5		0		2		Fault		6		3
49		6		5		0		2		Hit		6		6
50		6		5		0		2		Hit		5		5
51		6		5		0		2		Hit		5		5
52		6		5		0		2		Hit		5		5
53		6		5		0		4		Fault		4		2
54		6		5		0		4		Hit		4		4
55		6		5		0		3		Fault		3		4
56		6		5		0		3		Hit		3		3
57		6		5		0		2		Fault		2		3
58		6		5		0		1		Fault		1		2
59		6		5		0		1		Hit		0		0
60		6		5		0		1		Hit		1		1
61		6		5		0		1		Hit		0		0
62		6		5		0		1		Hit		0		0
63		6		5		0		1		Hit		6		6
64		6		4		0		1		Fault		4		5
65		3		4		0		1		Fault		3		6
66		3		4		0		1		Hit		4		4
67		3		4		0		1		Hit		4		4
68		8		4		0		1		Fault		8		3
69		8		3		0		1		Fault		3		4
70		8		3		0		1		Hit		8		8
71		8		3		2		1		Fault		2		0
72		8		3		2		1		Hit		2		2
73		4		3		2		1		Fault		4		8
74		4		3		2		1		Hit		3		3
75		4		3		2		1		Hit		4		4
76		4		3		2		1		Hit		4		4
77		4		3		2		1		Hit		4		4
78		4		3		2		1		Hit		3		3
79		4		3		8		1		Fault		8		2
80		4		2		8		1		Fault		2		3
81		4		2		8		1		Hit		1		1
82		4		2		8		1		Hit		1		1
83		4		2		0		1		Fault		0		8
84		4		2		0		1		Hit		1		1
85		4		2		8		1		Fault		8		0
86		4		2		8		3		Fault		3		1
87		4		2		8		3		Hit		2		2
88		4		2		1		3		Fault		1		8
89		4		5		1		3		Fault		5		2
90		4		5		1		3		Hit		5		5
91		4		5		1		3		Hit		5		5
92		2		5		1		3		Fault		2		4
93		2		5		1		3		Hit		3		3
94		2		5		8		3		Fault		8		1
95		2		6		8		3		Fault		6		5
96		2		6		8		3		Hit		6		6
97		7		6		8		3		Fault		7		2
98		7		6		4		3		Fault		4		8
99		7		6		4		3		Hit		3		3

---------- Run 5 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		8		-1		-1		-1		Fault		8		-1
1		8		6		-1		-1		Fault		6		-1
2		8		6		5		-1		Fault		5		-1
3		8		6		5		4		Fault		4		-1
4		8		6		5		4		Hit		4		4
5		8		6		5		4		Hit		5		5
6		8		6		5		4		Hit		5		5
7		8		6		5		4		Hit		5		5
8		8		6		5		4		Hit		6		6
9		8		6		7		4		Fault		7		5
10		8		6		7		4		Hit		6		6
11		8		5		7		4		Fault		5		6
12		8		5		7		4		Hit		5		5
13		8		5		7		4		Hit		5		5
14		6		5		7		4		Fault		6		8
15		6		5		7		2		Fault		2		4
16		6		5		3		2		Fault		3		7
17		6		5		3		4		Fault		4		2
18		6		5		3		4		Hit		5		5
19		6		5		3		4		Hit		6		6
20		6		5		3		4		Hit		6		6
21		6		5		3		7		Fault		7		4
22		6		5		3		7		Hit		7		7
23		6		5		3		7		Hit		3		3
24		6		5		2		7		Fault		2		3
25		6		5		2		7		Hit		2		2
26		6		5		2		7		Hit		2		2
27		6		5		2		3		Fault		3		7
28		6		5		4		3		Fault		4		2
29		6		5		4		3		Hit		3		3
30		6		5		4		2		Fault		2		3
31		1		5		4		2		Fault		1		6
32		1		5		4		2		Hit		2		2
33		1		5		3		2		Fault		3		4
34		1		5		3		2		Hit		3		3
35		1		5		3		2		Hit		2		2
36		1		5		3		2		Hit		1		1
37		1		5		3		0		Fault		0		2
38		1		7		3		0		Fault		7		5
39		1		7		3		0		Hit		7		7
40		1		7		3		0		Hit		3		3
41		1		7		3		2		Fault		2		0
42		4		7		3		2		Fault		4		1
43		4		8		3		2		Fault		8		7
44		4		1		3		2		Fault		1		8
45		4		1		6		2		Fault		6		3
46		4		1		6		7		Fault		7		2
47		4		1		6		7		Hit		6		6
48		4		1		6		7		Hit		6		6
49		4		1		6		7		Hit		7		7
50		0		1		6		7		Fault		0		4
51		0		1		2		7		Fault		2		6
52		0		1		2		7		Hit		2		2
53		0		1		3		7		Fault		3		2
54		0		4		3		7		Fault		4		1
55		0		4		3		5		Fault		5		7
56		0		6		3		5		Fault		6		4
57		0		6		3		5		Hit		5		5
58		0		6		3		5		Hit		6		6
59		0		6		3		5		Hit		3		3
60		0		2		3		5		Fault		2		6
61		0		2		3		5		Hit		3		3
62		7		2		3		5		Fault		7		0
63		7		2		3		5		Hit		5		5
64		7		2		6		5		Fault		6		3
65		7		2		6		5		Hit		6		6
66		7		2		6		5		Hit		6		6
67		7		2		0		5		Fault		0		6
68		7		2		8		5		Fault		8		0
69		4		2		8		5		Fault		4		7
70		3		2		8		5		Fault		3		4
71		4		2		8		5		Fault		4		3
72		3		2		8		5		Fault		3		4
73		3		2		8		5		Hit		8		8
74		3		2		8		5		Hit		5		5
75		3		6		8		5		Fault		6		2
76		3		6		8		7		Fault		7		5
77		3		6		8		7		Hit		6		6
78		3		5		8		7		Fault		5		6
79		3		5		8		7		Hit		8		8
80		6		5		8		7		Fault		6		3
81		6		5		8		7		Hit		7		7
82		6		5		8		7		Hit		5		5
83		6		5		8		7		Hit		5		5
84		6		5		8		4		Fault		4		7
85		6		5		8		3		Fault		3		4
86		6		5		2		3		Fault		2		8
87		6		5		2		3		Hit		2		2
88		6		5		2		3		Hit		2		2
89		6		7		2		3		Fault		7		5
90		6		7		2		3		Hit		7		7
91		6		7		2		3		Hit		7		7
92		6		7		2		3		Hit		2		2
93		6		7		2		1		Fault		1		3
94		6		7		2		1		Hit		1		1
95		6		7		2		1		Hit		2		2
96		6		7		2		1		Hit		2		2
97		6		7		2		3		Fault		3		1
98		6		7		4		3		Fault		4		2
99		6		7		4		5		Fault		5		3

===================================================================================================================

Average times for algorithms ...
FIFO:		0.596
LFU:		0.638
MFU:		0.5599999999999999
LRU:		0.6500000000000001
Brandons-MacBook-Pro-3:HW4_src brandon$ 
